Пакет,Уязвимость,Оперативное обновление
e2fsprogs,CVE-2022-1304,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
edk2,CVE-2018-12179,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
edk2,CVE-2019-11098,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
edk2,CVE-2019-14553,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
edk2,CVE-2019-14584,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
edk2,CVE-2021-28210,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
edk2,CVE-2021-28211,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
edk2,CVE-2021-28213,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
edk2,CVE-2021-38578,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
elfutils,CVE-2021-33294,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
erlang,CVE-2020-25623,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
erlang,CVE-2020-35733,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
erlang,CVE-2022-37026,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
exim4,CVE-2020-12783,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28007,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28008,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28009,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28010,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28011,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28012,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28013,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28014,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28015,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28017,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28018,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28019,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28021,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28022,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28023,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28024,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28025,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2020-28026,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exim4,CVE-2021-38371,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
exim4,CVE-2022-3559,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exim4,CVE-2022-37452,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
exim4,CVE-2023-42116,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
exim4,CVE-2023-42117,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
exiv2,CVE-2017-11591,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2017-11683,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
exiv2,CVE-2017-14859,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2017-14862,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2017-14864,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2017-17669,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2017-18005,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2018-17581,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2018-19107,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2018-19108,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2018-19535,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2018-20097,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2018-8976,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-13110,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-13112,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-13114,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-13504,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-14369,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-14370,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-17402,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2019-20421,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exiv2,CVE-2020-18771,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2020-19716,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
exiv2,CVE-2021-29457,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exiv2,CVE-2021-29458,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2021-29473,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exiv2,CVE-2021-31292,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exiv2,CVE-2021-32815,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2021-34334,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2021-3482,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
exiv2,CVE-2021-37620,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2021-37621,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
exiv2,CVE-2021-37622,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
expat,CVE-2021-45960,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2021-46143,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-22822,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-22823,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-22824,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-22825,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-22826,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-22827,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-23852,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-23852,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
expat,CVE-2022-23990,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-25235,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-25236,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-25313,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-25314,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-25315,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
expat,CVE-2022-40674,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
expat,CVE-2022-43680,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
faad2,CVE-2018-20196,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
faad2,CVE-2018-20199,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
faad2,CVE-2018-20360,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
faad2,CVE-2019-6956,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
fetchmail,CVE-2021-36386,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
ffmpeg,CVE-2020-20891,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2020-20892,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2020-20896,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2020-21041,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-21688,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2020-21697,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2020-22017,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22019,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22020,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22021,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22022,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22023,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22025,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22026,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22027,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22028,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22029,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22030,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22031,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22032,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22033,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22034,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22035,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-22036,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2020-35965,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2021-3566,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2021-38114,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2021-38171,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
ffmpeg,CVE-2022-3109,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
ffmpeg,CVE-2022-3341,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
fig2dev,CVE-2021-3561,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
firefox,CVE-2019-25136,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2022-1196,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2022-2205,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2022-2505,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
firefox,CVE-2022-3266,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-36320,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
firefox,CVE-2022-40674,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-40956,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-40957,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-40958,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-40959,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-40960,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-40962,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-42927,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-42928,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-42929,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-42930,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-42931,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-42932,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45403,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45404,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45405,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45406,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45407,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45408,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45409,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45410,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45411,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45412,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45413,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45415,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45416,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45417,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45418,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45419,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45420,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-45421,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
firefox,CVE-2022-46871,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46872,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46873,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46874,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46875,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2022-46877,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46878,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46879,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2022-46883,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2022-46884,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2022-46885,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-0767,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-1999,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-23597,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23598,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23599,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23600,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-23601,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23602,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23603,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23604,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23605,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-23606,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25728,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25729,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25730,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25731,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25732,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25733,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25734,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-25735,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25736,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25737,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25738,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-25739,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25740,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-25741,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25742,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25743,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-25744,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25745,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25746,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-25750,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25751,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-25752,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-28160,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-28161,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-28162,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-28164,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-28176,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-28177,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
firefox,CVE-2023-29533,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29535,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29536,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29537,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29538,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29539,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29540,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29541,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29543,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29544,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29547,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29548,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29549,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29550,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-29551,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32205,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32206,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32207,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32208,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32209,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32210,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32211,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32212,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32213,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32214,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32215,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-32216,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
firefox,CVE-2023-34414,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-34415,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-34416,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-34417,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-3482,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-3600,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37201,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37202,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37203,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37204,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37205,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37206,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37207,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37208,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37209,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37210,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37211,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-37212,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4045,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4046,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4047,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4048,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4049,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4050,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4051,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4053,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4055,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4056,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4057,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4058,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4573,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4574,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4575,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4577,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4578,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
firefox,CVE-2023-4579,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
